Initial_temperature,angle,speed,Final_temperature
1.0,1.5,1.2,0.06550156756782909
1.0,1.5,1.3,0.008905252352003672
1.0,1.5,1.5,0.25881796612836744
1.0,1.5,1.7,0.015276040514955866
1.0,1.5,1.8,0.0011900905233733965
1.0,1.5,2.0,1.8917084950222114
1.0,1.5,2.2,0.32719472914687947
1.0,1.5,2.3,0.10667924841261929
1.0,1.5,2.5,0.14169439723864763
1.0,1.5,2.7,0.2154671605682445
1.0,1.5,2.8,0.2683677553200842
1.0,1.5,3.0,0.8565030589941862
1.0,1.5,3.2,0.050830387465511793
1.0,1.5,3.3,0.08043927792516659
1.0,1.5,3.5,0.9636147534876458
1.0,1.5,3.7,1.2660170248578784
1.0,1.5,3.8,0.001045717739388473
1.0,1.5,4.0,0.01860753334514426
1.0,1.5,4.2,0.06268408016795336
1.0,1.5,4.3,0.6240796840412786
1.0,1.5,4.5,0.019473054938045322
1.0,1.5,4.7,0.3872999666121855
1.0,1.5,4.8,0.3741663803320958
1.0,1.5,5.0,3.1485107418081126
1.0,1.7,1.0,0.5393971572908532
1.0,1.7,1.2,0.1100643769466248
1.0,1.7,1.3,0.3763521113488867
1.0,1.7,1.5,0.6045133605505121
1.0,1.7,1.7,0.139236021055697
1.0,1.7,1.8,1.000742684794708
1.0,1.7,2.0,0.03428028851445016
1.0,1.7,2.2,0.46754332541349397
1.0,1.7,2.3,0.49753465449655776
1.0,1.7,2.5,0.295871971161758
1.0,1.7,2.7,1.478453992449193
1.0,1.7,2.8,0.7961785995245614
1.0,1.7,3.0,0.22071575934025384
1.0,1.7,3.2,0.047977359329287275
1.0,1.7,3.3,4.0079192838282465
1.0,1.7,3.5,0.2031570105367772
1.0,1.7,3.7,1.2406217555692924
1.0,1.7,3.8,0.020249223579102228
1.0,1.7,4.0,0.372259638069749
1.0,1.7,4.2,5.829554837918671
1.0,1.7,4.3,0.00380294155881831
1.0,1.7,4.5,5.897199515481899
1.0,1.7,4.7,0.43315273690621015
1.0,1.7,4.8,0.18283353162936153
1.0,1.7,5.0,1.217582436695962
1.0,1.8,1.0,0.05246443548476887
1.0,1.8,1.2,0.0019434980810509401
1.0,1.8,1.3,0.037561525732686965
1.0,1.8,1.5,0.009930425599876697
1.0,1.8,1.7,0.0036376078669548627
1.0,1.8,1.8,0.06965700202190234
1.0,1.8,2.0,0.022861641100072758
1.0,1.8,2.2,0.0053392116733307765
1.0,1.8,2.3,0.7947986186058462
1.0,1.8,2.5,0.14734773922448322
1.0,1.8,2.7,4.023398989198514
1.0,1.8,2.8,0.09221543124824294
1.0,1.8,3.0,2.102736881856311
1.0,1.8,3.2,2.025056795060184
1.0,1.8,3.3,0.05324149443583429
1.0,1.8,3.5,1.3093544337887963
1.0,1.8,3.7,0.5349451200022571
1.0,1.8,3.8,3.48762804340416
1.0,1.8,4.0,3.1129093381767974
1.0,1.8,4.2,2.563006837053647
1.0,1.8,4.3,1.0497893286628208
1.0,1.8,4.5,0.05066824284093194
1.0,1.8,4.7,0.40077517015605635
1.0,1.8,4.8,0.7059316283421859
1.0,1.8,5.0,2.5439740471514654
1.0,2.0,1.0,0.4026785641421676
1.0,2.0,1.2,0.019667320316053248
1.0,2.0,1.3,0.01925647432882597
1.0,2.0,1.5,0.436231997691139
1.0,2.0,1.7,2.273567037871356
1.0,2.0,1.8,0.9424890238093914
1.0,2.0,2.0,0.8940778153526949
1.0,2.0,2.2,0.30013820767675264
1.0,2.0,2.3,0.7117006377291271
1.0,2.0,2.5,0.007248499072299667
1.0,2.0,2.7,0.25389231195417367
1.0,2.0,2.8,0.12452418776327172
1.0,2.0,3.0,0.09132364496968388
1.0,2.0,3.2,1.799111345372285
1.0,2.0,3.3,0.1884367835914904
1.0,2.0,3.5,2.9913139791407137
1.0,2.0,3.7,0.017082490567766007
1.0,2.0,3.8,2.264899825246627
1.0,2.0,4.0,2.0375420494281435
1.0,2.0,4.2,5.072555524032105
1.0,2.0,4.3,0.03265722134945239
1.0,2.0,4.5,0.11476056875094377
1.0,2.0,4.7,0.11940535410607475
1.0,2.0,4.8,0.0786799969160072
1.0,2.0,5.0,0.03930762531120631
1.0,2.2,1.0,0.06197784060705036
1.0,2.2,1.2,0.28147965355553206
1.0,2.2,1.3,0.07724860407539674
1.0,2.2,1.5,0.18061688985483978
1.0,2.2,1.7,0.15464447230031905
1.0,2.2,1.8,0.03314394268080926
1.0,2.2,2.0,0.2503565044221556
1.0,2.2,2.2,1.3251046539812605
1.0,2.2,2.3,0.003939784526280508
1.0,2.2,2.5,0.012058421445243247
1.0,2.2,2.7,0.11474785969507056
1.0,2.2,2.8,0.6986134413579052
1.0,2.2,3.0,0.2729195894890824
1.0,2.2,3.2,1.3049999974208595
1.0,2.2,3.3,0.3930019366380553
1.0,2.2,3.5,0.14366475177773985
1.0,2.2,3.7,0.047346841803980154
1.0,2.2,3.8,2.045924947387924
1.0,2.2,4.0,0.4268824112293276
1.0,2.2,4.2,0.7451286621174315
1.0,2.2,4.3,3.5157946141461323
1.0,2.2,4.5,0.20419620400971383
1.0,2.2,4.7,0.886641770921483
1.0,2.2,4.8,0.8445212909847513
1.0,2.2,5.0,4.504971215270165
1.0,2.3,1.0,0.07661828655782876
1.0,2.3,1.2,0.6260544400580886
1.0,2.3,1.3,0.36589195693777493
1.0,2.3,1.5,0.29654754976408615
1.0,2.3,1.7,0.14069600010861677
1.0,2.3,1.8,0.2099919946840364
1.0,2.3,2.0,0.1847555091545662
1.0,2.3,2.2,2.069611914775916
1.0,2.3,2.3,0.02028852742649476
1.0,2.3,2.5,2.0918185903203272
1.0,2.3,2.7,0.24804521494371623
1.0,2.3,2.8,0.14231811426305338
1.0,2.3,3.0,1.2067384267742314
1.0,2.3,3.2,0.05935274608558004
1.0,2.3,3.3,0.8855248736097431
1.0,2.3,3.5,1.8856334784247373
1.0,2.3,3.7,2.656050623506054
1.0,2.3,3.8,0.7951214975317471
1.0,2.3,4.0,1.7759052397133381
1.0,2.3,4.2,0.13522934985710544
1.0,2.3,4.3,4.440255504713334
1.0,2.3,4.5,0.0033747143939160864
1.0,2.3,4.7,0.7681087203942797
1.0,2.3,4.8,0.2883167089277944
1.0,2.3,5.0,4.243990982047285
1.0,2.5,1.0,0.2777851768850124
1.0,2.5,1.2,0.12164035080685548
1.0,2.5,1.3,0.5333181103403849
1.0,2.5,1.5,0.1507206527429263
1.0,2.5,1.7,1.3261356362712038
1.0,2.5,1.8,0.04853642607360728
1.0,2.5,2.0,0.4837011351464585
1.0,2.5,2.2,0.0038795309114843324
1.0,2.5,2.3,0.008855581794271815
1.0,2.5,2.5,2.4695159899208954
1.0,2.5,2.7,1.7398236330675665
1.0,2.5,2.8,0.42055446137183977
1.0,2.5,3.0,1.5653664844510848
1.0,2.5,3.2,1.3915415732592338
1.0,2.5,3.3,0.720796125799864
1.0,2.5,3.5,0.8815609674117622
1.0,2.5,3.7,1.8995464996395723
1.0,2.5,3.8,0.02820351613536968
1.0,2.5,4.0,3.9316359557259384
1.0,2.5,4.2,4.969261370159046
1.0,2.5,4.3,6.191196898525282
1.0,2.5,4.5,0.4733235735426989
1.0,2.5,4.7,3.194334295410602
1.0,2.5,4.8,4.577182055718233
1.0,2.5,5.0,1.0609308323583941
1.0,2.7,1.0,0.008922584850759035
1.0,2.7,1.2,1.5842371516278944
1.0,2.7,1.3,0.36587172895938525
1.0,2.7,1.5,0.26367688905502357
1.0,2.7,1.7,0.12423957205053306
1.0,2.7,1.8,0.16752738485472243
1.0,2.7,2.0,1.3426401739111726
1.0,2.7,2.2,0.015116610095800237
1.0,2.7,2.3,0.17276575955423729
1.0,2.7,2.5,0.8685766656016856
1.0,2.7,2.7,1.5393238164217613
1.0,2.7,2.8,0.4374769407281111
1.0,2.7,3.0,1.061789345793439
1.0,2.7,3.2,2.2063148605409846
1.0,2.7,3.3,1.5979116243483893
1.0,2.7,3.5,0.9013913049669987
1.0,2.7,3.7,5.65392250056788
1.0,2.7,3.8,1.8280055114102405
1.0,2.7,4.0,2.134547926964097
1.0,2.7,4.2,5.828824705792636
1.0,2.7,4.3,0.7043949496291159
1.0,2.7,4.5,2.993041928850367
1.0,2.7,4.7,0.47498767347031295
1.0,2.7,4.8,0.8463090090853037
1.0,2.7,5.0,6.2133489243972155
1.0,2.8,1.0,1.4891104632200782
1.0,2.8,1.2,0.3299296677920203
1.0,2.8,1.3,0.8583989895108979
1.0,2.8,1.5,0.022539446966806452
1.0,2.8,1.7,0.7211331084479156
1.0,2.8,1.8,0.06540724966501134
1.0,2.8,2.0,0.8677965254468745
1.0,2.8,2.2,1.0932277291782284
1.0,2.8,2.3,0.019358529455858895
1.0,2.8,2.5,0.37651512006682936
1.0,2.8,2.7,1.8517408266844497
1.0,2.8,2.8,0.16465138560069956
1.0,2.8,3.0,0.507675231509375
1.0,2.8,3.2,0.3552811476666557
1.0,2.8,3.3,0.10185806551866633
1.0,2.8,3.5,0.045114674127190724
1.0,2.8,3.7,0.5688738493600141
1.0,2.8,3.8,5.598121486772026
1.0,2.8,4.0,0.07987020374495184
1.0,2.8,4.2,0.9737981762686471
1.0,2.8,4.3,0.0016632270555249015
1.0,2.8,4.5,0.4653330861282877
1.0,2.8,4.7,3.3278401704516183
1.0,2.8,4.8,1.1915000236140925
1.0,2.8,5.0,1.6300149775672341
1.0,3.0,1.0,0.10348606756107616
1.0,3.0,1.2,0.5784600083195011
1.0,3.0,1.3,0.43935350653775124
1.0,3.0,1.5,0.43145142113924995
1.0,3.0,1.7,0.3780918203716195
1.0,3.0,1.8,0.41891807019523064
1.0,3.0,2.0,0.17057020437425774
1.0,3.0,2.2,0.10785190261648452
1.0,3.0,2.3,1.7294651923736806
1.0,3.0,2.5,0.18382348727678147
1.0,3.0,2.7,1.0197794797889708
1.0,3.0,2.8,0.19436096622111665
1.0,3.0,3.0,1.0439144632965185
1.0,3.0,3.2,0.1278218273989521
1.0,3.0,3.3,1.525052956975643
1.0,3.0,3.5,1.0235696242171197
1.0,3.0,3.7,6.383050248158352
1.0,3.0,3.8,1.4691284205128348
1.0,3.0,4.0,4.810138281528021
1.0,3.0,4.2,0.0018111775758901832
1.0,3.0,4.3,0.9031772095380343
1.0,3.0,4.5,0.06922052657078746
1.0,3.0,4.7,0.5653343560619539
1.0,3.0,4.8,6.949283654477549
1.0,3.0,5.0,1.8565032381014726
1.0,3.2,1.0,0.003592610287909201
1.0,3.2,1.2,0.7374289013590326
1.0,3.2,1.3,0.7602852295936262
1.0,3.2,1.5,0.005732839658108382
1.0,3.2,1.7,0.07128472344004454
1.0,3.2,1.8,0.6899565741556871
1.0,3.2,2.0,0.39178426623976453
1.0,3.2,2.2,0.07119638379335683
1.0,3.2,2.3,1.545742652177114
1.0,3.2,2.5,0.9535830580398761
1.0,3.2,2.7,0.8266444294653769
1.0,3.2,2.8,3.828247148252017
1.0,3.2,3.0,0.28592520207480226
1.0,3.2,3.2,0.6045233452722633
1.0,3.2,3.3,0.7509443423868607
1.0,3.2,3.5,1.2083879415076446
1.0,3.2,3.7,1.842709833338163
1.0,3.2,3.8,1.7223179289929322
1.0,3.2,4.0,1.735729892246677
1.0,3.2,4.2,0.014266299013932143
1.0,3.2,4.3,0.50882366831759
1.0,3.2,4.5,1.876748719707035
1.0,3.2,4.7,0.006638730276244871
1.0,3.2,4.8,6.2800930342457635
1.0,3.2,5.0,0.5639625323567049
1.0,3.3,1.0,0.3007069718100945
1.0,3.3,1.2,1.9854517995728904
1.0,3.3,1.3,0.05674996175657508
1.0,3.3,1.5,1.273371452582481
1.0,3.3,1.7,0.01953197367348751
1.0,3.3,1.8,0.18403264498149863
1.0,3.3,2.0,0.518065537915879
1.0,3.3,2.2,2.2900560676682806
1.0,3.3,2.3,2.6723381226973197
1.0,3.3,2.5,0.749241817068133
1.0,3.3,2.7,0.07048222335787319
1.0,3.3,2.8,0.0037239899771446157
1.0,3.3,3.0,0.6366409071170934
1.0,3.3,3.2,2.929652082248688
1.0,3.3,3.3,3.182519065121447
1.0,3.3,3.5,1.8352626118821522
1.0,3.3,3.7,2.8734031387133565
1.0,3.3,3.8,0.00012708529965391757
1.0,3.3,4.0,2.0275933009199125
1.0,3.3,4.2,6.087133607715279
1.0,3.3,4.3,0.03801740703197396
1.0,3.3,4.5,0.4145514689180205
1.0,3.3,4.7,0.2519638371374493
1.0,3.3,4.8,0.14619579837416244
1.0,3.3,5.0,4.987350490893844
1.0,3.5,1.0,0.7640963771827226
1.0,3.5,1.2,0.19702181681536177
1.0,3.5,1.3,0.03269405427287613
1.0,3.5,1.5,0.15153285301285696
1.0,3.5,1.7,2.316274279636945
1.0,3.5,1.8,0.5859131623836225
1.0,3.5,2.0,0.9957587523511171
1.0,3.5,2.2,0.18751581080013113
1.0,3.5,2.3,0.4646723587405202
1.0,3.5,2.5,0.011244686647207833
1.0,3.5,2.7,0.289195196864365
1.0,3.5,2.8,0.24791910882090812
1.0,3.5,3.0,2.3467384538726477
1.0,3.5,3.2,1.2683765188008942
1.0,3.5,3.3,0.056480744210172434
1.0,3.5,3.5,2.097660707379858
1.0,3.5,3.7,0.06453758251787038
1.0,3.5,3.8,0.09979670862015434
1.0,3.5,4.0,0.13941574368755144
1.0,3.5,4.2,1.6397757750830955
1.0,3.5,4.3,1.14558488526832
1.0,3.5,4.5,0.591636949941807
1.0,3.5,4.7,0.9982419591727768
1.0,3.5,4.8,1.5231528263605036
1.0,3.5,5.0,2.889555938786484
1.0,3.7,1.0,0.011676904634301807
1.0,3.7,1.2,0.1165258713443603
1.0,3.7,1.3,1.1868227830942168
1.0,3.7,1.5,0.1298901912315916
1.0,3.7,1.7,2.343619091083121
1.0,3.7,1.8,1.0845412623969148
1.0,3.7,2.0,0.007078672745161536
1.0,3.7,2.2,0.013559878416218285
1.0,3.7,2.3,0.17875610233727304
1.0,3.7,2.5,0.6332672280973126
1.0,3.7,2.7,1.7245367877651523
1.0,3.7,2.8,7.19479089610064
1.0,3.7,3.0,1.5406461337798707
1.0,3.7,3.2,0.1130355447026688
1.0,3.7,3.3,0.08562039408126243
1.0,3.7,3.5,4.2715818278358535
1.0,3.7,3.7,1.871291598989918
1.0,3.7,3.8,0.1868751785241001
1.0,3.7,4.0,0.28449216977320824
1.0,3.7,4.2,0.14482830711715025
1.0,3.7,4.3,1.0893634714637443
1.0,3.7,4.5,5.460128141794979
1.0,3.7,4.7,4.778504406198951
1.0,3.7,4.8,1.8973917691736466
1.0,3.7,5.0,0.14907205483795266
1.0,3.8,1.0,0.07278646030790116
1.0,3.8,1.2,0.3158434128903039
1.0,3.8,1.3,0.1135539635508762
1.0,3.8,1.5,0.5959599557495471
1.0,3.8,1.7,0.8353974192059413
1.0,3.8,1.8,0.11387787495602897
1.0,3.8,2.0,0.15750047925348593
1.0,3.8,2.2,0.271036869865899
1.0,3.8,2.3,1.7570700125412133
1.0,3.8,2.5,0.34729255939615433
1.0,3.8,2.7,0.6242259505015595
1.0,3.8,2.8,0.2081517258114988
1.0,3.8,3.0,0.015637308363968674
1.0,3.8,3.2,0.55186973984119
1.0,3.8,3.3,0.34040008022833806
1.0,3.8,3.5,3.718937282672034
1.0,3.8,3.7,0.15969761334861124
1.0,3.8,3.8,0.0006002433749158926
1.0,3.8,4.0,0.17084801142615705
1.0,3.8,4.2,1.4234038694895566
1.0,3.8,4.3,0.5642440909628028
1.0,3.8,4.5,2.164568329347008
1.0,3.8,4.7,0.16184826427142165
1.0,3.8,4.8,1.4318538837352701
1.0,3.8,5.0,5.25740385990454
1.0,4.0,1.0,0.3018273009908383
1.0,4.0,1.2,0.03851591002114222
1.0,4.0,1.3,0.004747242923927789
1.0,4.0,1.5,0.33145212324990575
1.0,4.0,1.7,0.3417824295184658
1.0,4.0,1.8,0.19079662689349244
1.0,4.0,2.0,0.7324347285607535
1.0,4.0,2.2,0.2011543813120199
1.0,4.0,2.3,0.47786944170153195
1.0,4.0,2.5,3.8935818522573133
1.0,4.0,2.7,5.919087024307938
1.0,4.0,2.8,0.3076410332650522
1.0,4.0,3.0,2.037788467416303
1.0,4.0,3.2,6.547623028428797
1.0,4.0,3.3,8.381762623783914
1.0,4.0,3.5,0.18253810188801278
1.0,4.0,3.7,0.003644581138268265
1.0,4.0,3.8,9.459236911614525
1.0,4.0,4.0,0.8783428075121994
1.0,4.0,4.2,9.503421382686389
1.0,4.0,4.3,5.222266879562709
1.0,4.0,4.5,4.366900956564355
1.0,4.0,4.7,9.247398225959127
1.0,4.0,4.8,0.07816069021520808
1.0,4.0,5.0,2.2590004871238882
1.0,4.2,1.0,0.12822754548384294
1.0,4.2,1.2,1.3693909755794629
1.0,4.2,1.3,0.07796944938271733
1.0,4.2,1.5,0.8031350645797586
1.0,4.2,1.7,1.7646518097202237
1.0,4.2,1.8,0.8902506434526882
1.0,4.2,2.0,0.0006764338986408594
1.0,4.2,2.2,0.10124910080483962
1.0,4.2,2.3,0.026262864350644052
1.0,4.2,2.5,0.9987376946231926
1.0,4.2,2.7,2.4657509851878503
1.0,4.2,2.8,2.3473263156683766
1.0,4.2,3.0,2.8385445547047445
1.0,4.2,3.2,1.4691282321790675
1.0,4.2,3.3,2.3565674394205502
1.0,4.2,3.5,5.358688902782868
1.0,4.2,3.7,0.39414628812423685
1.0,4.2,3.8,0.10599498954307421
1.0,4.2,4.0,0.26068093911638673
1.0,4.2,4.2,0.2898422599290938
1.0,4.2,4.3,3.639967643851686
1.0,4.2,4.5,10.250065887129699
1.0,4.2,4.7,0.32812163536164957
1.0,4.2,4.8,0.7864189171627752
1.0,4.2,5.0,0.539133726517237
1.0,4.3,1.0,2.0915625048965882
1.0,4.3,1.2,0.03081127186558679
1.0,4.3,1.3,1.4261066616401763
1.0,4.3,1.5,0.5084612310995662
1.0,4.3,1.7,3.019661208287253
1.0,4.3,1.8,0.14935965410132176
1.0,4.3,2.0,1.816800596849957
1.0,4.3,2.2,0.24386519463667974
1.0,4.3,2.3,0.2025822266378077
1.0,4.3,2.5,0.584623896981812
1.0,4.3,2.7,2.2710695546346096
1.0,4.3,2.8,1.5076322798282324
1.0,4.3,3.0,0.06969802625340911
1.0,4.3,3.2,1.0599733160552673
1.0,4.3,3.3,1.994294810761495
1.0,4.3,3.5,5.893020489965084
1.0,4.3,3.7,1.6564544707180835
1.0,4.3,3.8,0.0942299981107526
1.0,4.3,4.0,0.42065047195927124
1.0,4.3,4.2,0.12488973441119496
1.0,4.3,4.3,1.7229968504181254
1.0,4.3,4.5,0.9574388210399154
1.0,4.3,4.7,1.0733507096206398
1.0,4.3,4.8,1.0878382398313402
1.0,4.3,5.0,11.076850517846337
1.0,4.5,1.0,0.11381225455753874
1.0,4.5,1.2,0.013096731590387793
1.0,4.5,1.3,0.07537531871253353
1.0,4.5,1.5,0.01245702805215777
1.0,4.5,1.7,2.387460402522662
1.0,4.5,1.8,1.440181050150379
1.0,4.5,2.0,0.0894629412767911
1.0,4.5,2.2,0.0766529480407662
1.0,4.5,2.3,1.8845186977480486
1.0,4.5,2.5,1.406190588758729
1.0,4.5,2.7,1.8132941195786596
1.0,4.5,2.8,4.916108949554617
1.0,4.5,3.0,0.46171796792265
1.0,4.5,3.2,1.1957735744582831
1.0,4.5,3.3,1.0626910908364804
1.0,4.5,3.5,0.532543356606591
1.0,4.5,3.7,0.42009564825915074
1.0,4.5,3.8,4.226341214039953
1.0,4.5,4.0,0.7344186144943321
1.0,4.5,4.2,0.8453319468984375
1.0,4.5,4.3,9.942561263758533
1.0,4.5,4.5,0.6522034876895575
1.0,4.5,4.7,0.579667784437697
1.0,4.5,4.8,7.958395366241605
1.0,4.5,5.0,5.491587370118879
1.0,4.7,1.0,1.6225404996214492
1.0,4.7,1.2,0.819757720644992
1.0,4.7,1.3,0.36258158610127367
1.0,4.7,1.5,0.1915727891831226
1.0,4.7,1.7,0.07065308337230598
1.0,4.7,1.8,0.16260716453466206
1.0,4.7,2.0,1.4539161368944122
1.0,4.7,2.2,0.3907383731864802
1.0,4.7,2.3,0.07907239526724659
1.0,4.7,2.5,1.87594827371049
1.0,4.7,2.7,3.272971665771674
1.0,4.7,2.8,0.41672699802854707
1.0,4.7,3.0,0.9686438775212289
1.0,4.7,3.2,0.3076233597679579
1.0,4.7,3.3,1.1231891949520385
1.0,4.7,3.5,3.9633864047990564
1.0,4.7,3.7,2.0778528005650796
1.0,4.7,3.8,0.654802812208645
1.0,4.7,4.0,0.037239584279235335
1.0,4.7,4.2,1.522648177959916
1.0,4.7,4.3,1.6665990890664037
1.0,4.7,4.5,5.60642103756612
1.0,4.7,4.7,0.005892051102591623
1.0,4.7,4.8,3.145610303017653
1.0,4.7,5.0,1.516064430417552
1.0,4.8,1.0,0.027226440617709412
1.0,4.8,1.2,1.373688690041616
1.0,4.8,1.3,0.13388397711072725
1.0,4.8,1.5,3.7184829821359697
1.0,4.8,1.7,0.4963611290481499
1.0,4.8,1.8,1.174011166967995
1.0,4.8,2.0,0.2497929660468843
1.0,4.8,2.2,2.881882151506171
1.0,4.8,2.3,0.11082843539324708
1.0,4.8,2.5,3.3159340692113144
1.0,4.8,2.7,0.2620468040052637
1.0,4.8,2.8,0.17298855741331132
1.0,4.8,3.0,0.11182418318904182
1.0,4.8,3.2,0.5124455803370399
1.0,4.8,3.3,0.4714437437556763
1.0,4.8,3.5,1.5420578495116137
1.0,4.8,3.7,0.0607002001350956
1.0,4.8,3.8,2.1758175444357857
1.0,4.8,4.0,0.23922195840980148
1.0,4.8,4.2,0.33744132848430286
1.0,4.8,4.3,0.9581884013493048
1.0,4.8,4.5,0.0437668997877619
1.0,4.8,4.7,3.165313553354975
1.0,4.8,4.8,1.9994248560956989
1.0,4.8,5.0,0.2348849284695394
1.0,5.0,1.0,1.6181090155406856
1.0,5.0,1.2,0.5531738001052556
1.0,5.0,1.3,0.34452087955619554
1.0,5.0,1.5,0.14467163763297933
1.0,5.0,1.7,0.8629942212888351
1.0,5.0,1.8,0.0628822884761806
1.0,5.0,2.0,0.701218216107726
1.0,5.0,2.2,0.15083339870173534
1.0,5.0,2.3,1.1345271941384887
1.0,5.0,2.5,2.022580770454773
1.0,5.0,2.7,0.5237239395075652
1.0,5.0,2.8,0.34846742198278025
1.0,5.0,3.0,0.07637453325891283
1.0,5.0,3.2,2.106870964819818
1.0,5.0,3.3,1.5939898772837358
1.0,5.0,3.5,1.7371122467637048
1.0,5.0,3.7,1.272126621613533
1.0,5.0,3.8,2.6143233967892883
1.0,5.0,4.0,10.608150669738585
1.0,5.0,4.2,1.2190352421796902
1.0,5.0,4.3,0.013229641995823533
1.0,5.0,4.5,0.03433184055697863
1.0,5.0,4.7,12.189027628049972
1.0,5.0,4.8,0.17634942355260894
1.0,5.0,5.0,0.2329499997551976
1.2,1.0,1.0,0.06253338296228127
1.2,1.0,1.2,0.7872385576628849
1.2,1.0,1.3,0.11946160365141183
1.2,1.0,1.5,0.011740874203238558
1.2,1.0,1.7,0.2523095084386237
1.2,1.0,1.8,0.25848429209666973
1.2,1.0,2.0,0.06757205720846689
1.2,1.0,2.2,0.02179096720877688
1.2,1.0,2.3,1.4885932040838188
1.2,1.0,2.5,1.2267271385527758
1.2,1.0,2.7,0.20187795939601058
1.2,1.0,2.8,0.22940120442355524
1.2,1.0,3.0,1.2879965236459225
1.2,1.0,3.2,1.4562361594336162
1.2,1.0,3.3,0.8109543089238184
1.2,1.0,3.5,0.01557201896256777
1.2,1.0,3.7,0.009670553267550064
1.2,1.0,3.8,0.8511184175573225
1.2,1.0,4.0,0.034493952882644216
1.2,1.0,4.2,0.06219895330567568
1.2,1.0,4.3,1.4771305306608844
1.2,1.0,4.5,0.11068165024486863
1.2,1.0,4.7,0.056079375080820705
1.2,1.0,4.8,0.025633526315474057
1.2,1.0,5.0,3.556982201363677
1.2,1.2,1.0,0.07653064832299099
1.2,1.2,1.2,0.3318059634493684
1.2,1.2,1.3,0.008924873585126844
1.2,1.2,1.5,0.25505126972725956
1.2,1.2,1.7,0.053086222344177314
1.2,1.2,1.8,0.026437796137061136
1.2,1.2,2.0,1.2881803271183643
1.2,1.2,2.2,0.011070170778301441
1.2,1.2,2.3,0.01754696686444107
1.2,1.2,2.5,0.291910714611279
1.2,1.2,2.7,1.5474765174804532
1.2,1.2,2.8,0.5334493213560971
1.2,1.2,3.0,1.3615717204167637
1.2,1.2,3.2,0.5022776419316455
1.2,1.2,3.3,0.15426345741802464
1.2,1.2,3.5,0.761270022014308
1.2,1.2,3.7,0.8836615310835911
1.2,1.2,3.8,0.7587809580311103
1.2,1.2,4.0,1.4422473743131368
